Structure;Propriétaire;Raison sociale;Nom;Ligne de commentaire;Contact principal;Civilité;Adresse électronique 1;Adresse électronique 2;Portable;Téléphone 1;Téléphone 2;Téléphone 3;Ville;État;Pays;Ligne d'adresse 1;Ligne d'adresse 2;Ligne d'adresse 3;Code Postal;Langue préférée;3 - Vos intérêts culturels;Domaine d'activité;Professionnel du spectacle;Partenaire;Vidy;Direction;Envoi;Tag;Médiation;2 - Newsletters spécifiques;1 - Newsletter générale (1x/semaine);Accepter les messages életroniques de l'institution;Courrier;Email;Remarque
638669;VIDY_EPO;ELECTROSANNE;ELECTROSANNE;;;;;;;;;;;;;;;;;fr;;;;;;;;RelaisDirPublics;;;;T;;T;
638670;VIDY_EPO;FESTIVAL CINÉMAS D'AFRIQUE;FESTIVAL CINÉMAS D'AFRIQUE;;;;info@cinemasdafrique.ch;;;41217297622;;;Lausanne;;Suisse;Rue de Genève 52;;;1004;fr;;;;;;;;RelaisDirPublics Social transculturalité cinéma;;;;T;;T;
638671;VIDY_EPO;FESTIVAL CINÉMA JEUNE PUBLIC;FESTIVAL CINÉMA JEUNE PUBLIC;;;;info@festivalcinemajeunepublic.ch;;;;;;Lausanne;;Suisse;Rue de la Barre 6;;;1006;fr;;;;;;;;RelaisDirPublics cinéma;;;;T;;T;
638717;VIDY_MAO;THÉÂTRE DES 13 VENTS;THÉÂTRE DES 13 VENTS;;;;info@13vents.fr;;;33467992525;;;MONTPELLIER;;France;Domaine de Grammont;Avenue Albert Einstein;;34000;fr;;;;;;;;;;;;T;;T;
638741;VIDY_CAM;RÉPUBLIQUE ET CANTON DE GENÈVE - DÉPARTEMENT DU TERRITOIRE;CANTON DE GENÈVE - DÉP. DU TERRITOIRE;;;;dt.information@etat.ge.ch;;;;;;Genève 3;;Suisse;Rue de l’Hôtel-de-Ville 14;;Case postale 3880;1211;fr;;;;;;;;;;;;T;;T;
638767;VIDY_SHOPPROS;SALUT, GESTION CULTURELLE;SALUT, GESTION CULTURELLE;;;;info@ciemoost.com;;;;;;Lausanne;;Suisse;Av. de l'église anglaise 2;;;1006;fr;danse,musart,music,theatre;;admin;;;;;;;;;T;;T;
638777;VIDY_CAM;TEATRO DE LA ABADIA;TEATRO DE LA ABADIA;;;;abadia@teatroabadia.com;;;;;;MADRID;;Espagne;C/ FERNANDEZ DE LOS RIOS 42;;;28015;fr;;;;;;;;;;;;T;;T;
638786;VIDY_CAM;TEATRO NACIONAL D. MARIA II;TEATRO NACIONAL D. MARIA II;;;;geral@tndm.pt;;;;;;LISBOA;;Portugal;Praça D. Pedro IV;;;1100-201;fr;;;;;;;;;;;;T;;T;
638828;VIDY_CJO;VILLE DE LAUSANNE;VILLE DE LAUSANNE;;;;;;;41213157240;;;Lausanne;;Suisse;Place de la Riponne 10;;;1005;fr;;;;;;;;;;;;T;F;T;
638856;VIDY_MAM;FONDATION FRANCINE DELACRÉTAZ;FONDATION FRANCINE DELACRÉTAZ;;;;info@fondationfrancinedelacretaz.ch;;;;;;Lausanne;;Suisse;Rue du Valentin 61;;;1004;fr;;;;;;;;;;;;T;;T;
638859;VIDY_MAM;SRG SSR;SOCIÉTÉ SUISSE DE RADIODIFFUSION;ET TELEVISION;;;info@srgssr.ch;;;41313509111;;;Bern 31;;Suisse;GIACOMETTISTRASSE 1;;;3000;fr;;;;;;;;;;;;T;;T;
638966;VIDY_CAM;4+4 DAYS IN MOTION INTERNATIONAL FESTIVAL;4+4 DAYS IN MOTION FESTIVAL;;;;fourdays@theatre.cz;;;;;;PRAGUE;;République Tchèque;Celetna;;;1;fr;;;;;;;;;;;;T;;T;
639593;VIDY_ALG;CITY EXPRESS SARL;CITY EXPRESS SARL;;;;contact@city-express-sarl.com;;;;;;Renens Vd;;Suisse;Sàrl Avenue des Baumettes, 9;;;1020;fr;;;;;;;;;;;;T;;T;
639597;VIDY_ALG;CLINIQUE MATIGNON;CLINIQUE MATIGNON;;;;;;;;;;Lausanne;;Suisse;Chemin de Beau-Rivage 18;;;1006;fr;;;;;;;;;;;;T;;T;
639599;VIDY_ALG;COACH D;COACH D;;;;;;;;;;;;Suisse;;;;;fr;;;;;;;;;;;;T;;T;
639601;VIDY_ALG;COGESTIM;COGESTIM;;;;;;;;;;Lausanne;;Suisse;Rue Etraz 5;Case postale 5719;;1002;fr;;;;;;;;urbanisme;;;;T;;T;
639607;VIDY_CAM;COLLÈGE DES BERNARDINS;COLLÈGE DES BERNARDINS;;;;contact@collegedesbernardins.fr;;;;;;PARIS;;France;20 Rue de Poissy;;;75005;fr;;;;;;;;;;;;F;F;F;
639614;VIDY_ALG;CONCORDIA;CONCORDIA;;;;;;;;;;Luzern;;Suisse;Bundesplatz 15;;;6002;fr;;;;Rech;;;;;;;;T;;T;
639616;VIDY_ALG;CONDECTA;CONDECTA;;;;;;;;;;Echallens;;Suisse;Chemin de la Clopette 30;CP 70;;1040;fr;;;;;;;;;;;;T;;T;
639618;VIDY_ALG;CONFISERIE BOILLAT;BOILLAT;;;;;;;;;;St-Prex;;Suisse;Rue de la Gare 1;;;1162;fr;;;;;;;;;;;;T;;T;
639620;VIDY_ALG;CONSEIL JURIDIQUE D'ENTREPRISE;CJE;;;;;;;;;;Paudex;;Suisse;;;;1094;fr;;;;;;;;;;;;T;;T;
639622;VIDY_ALG;CORNERCARD;CORNERCARD;;;;info-fr@cornercard.ch;;;;;;Lugano;;Suisse;Via Canova 16;Cornèr Banque SA;;6901;fr;;;;;;;;;;;;T;;T;
639627;VIDY_ALG;CWS BOCO SUISSE;CWS BOCO SUISSE;;;;sales.ch@cws.com;;;;;;Glattbrugg;;Suisse;Industriestrasse 20;;;8152;fr;;;;;;;;;;;;T;;T;
639629;VIDY_ALG;DEBRUNER ACIFER SA ROMANDIE;DEBRUNER ACIFER SA ROMANDIE;;;;sales_vd@d-a.ch;;;;;;Crissier;;Suisse;Boulevard de l’Arc-en-Ciel 1;;;1023;fr;;;;;;;;;;;;T;;T;
639631;VIDY_ALG;DELPHISOFT;DELPHISOFT;;;;info@delphisoft.ch;;;;;;Geneve;;Suisse;Rue du Pré-Bouvier 29;;;1242;fr;;;;;;;;;;;;T;;T;
639637;VIDY_ALG;DESIGN4OFFICE;DESIGN4OFFICE;;;;info@d4o.ch;;;;;;Mont-Sur-Lausanne;;Suisse;En Budron B15;;;1052;fr;;;;;;;;;;;;T;;T;
639639;VIDY_ALG;DEVILLE MAZOUT;DEVILLE MAZOUT;;;;vente@deville-mazout.ch;;;;;;Vernier;;Suisse;Chemin du Moulin-des-Frères 4;Case postale 460;;1214;fr;;;;;;;;;;;;T;;T;
639641;VIDY_ALG;DOMAINE BOVARD;DOMAINE BOVARD;;;;;;;;;;Cully;;Suisse;Place d'Armes 2;;;1096;fr;;;;;;;;;;;;T;;T;
639643;VIDY_ALG;DORIER;DORIER;;;;contact@dorier-group.com;;;;;;Satigny;;Suisse;9 rue du Pré-Bouvier;;;1242;fr;;;;;;;;;;;;T;;T;
639654;VIDY_ALG;EE PROPERTY;EE PROPERTY;;;;support@eeproperty.com;;;;;;Lutry;;Suisse;Rte de la Petite Corniche 13;;;1095;fr;;;;;;;;;;;;T;;T;
639657;VIDY_ALG;ELDORA TRAITEUR;ELDORA;;;;;;;;;;Ecublens Vd;;Suisse;Route Louis Favre 8C;EPFL Les Arcades;;1024;fr;;;;;;;;;;;;F;;F;
639664;VIDY_ALG;ERGONOMIC;ERGONOMIC;;;;dbenoit@ergonomic.ch;;;;;;Blonay;;Suisse;Route de Lally 103;;;1807;fr;;;;;;;;;;;;F;;T;
639666;VIDY_ALG;EUROPEAN ATHLETICS;EUROPEAN ATHLETICS;;;;office@european-athletics.org;;;;;;Lausanne;;Suisse;Av. Louis-Ruchonnet 16;;;1003;fr;;;;;;;;;;;;T;;T;
639668;VIDY_MAM;TL PULSE;TL PULSE;;;;;;;;;;Renens Vd;;Suisse;Chemin du Closel 15;;;1020;fr;;;;;;;;;;;;T;;T;
639669;VIDY_ALG;FAI - FÉDÉRATION AÉRONAUTIQUE INTERNATIONALE;FÉD. AÉRONAUTIQUE INTERNATIONALE (FAI);;;;info@fai.org;;;41213451070;;;Lausanne;;Suisse;Maison du Sport International;Av. de Rhodanie 54;;1007;fr;;;;;;;;;;;;F;;T;
639671;VIDY_ALG;FEI - FÉDÉRATION EQUESTRE INTERNATIONALE;FEI - FÉD. EQUESTRE INTERNATIONALE;;;;info@fei.org;;;41213104747;;;Lausanne;;Suisse;HM King Hussein, Building;Chemin de la Joliette 8;;1006;fr;;;;;;;;;;;;T;;T;
639673;VIDY_ALG;FIE - FÉDÉRATION INTERNATIONALE D'ESCRIME;FIE - FÉDÉRATION INT. D'ESCRIME;;;;info@fie.ch;;;41213203115;;;Lausanne;;Suisse;Maison du Sport International;Avenue de Rhodanie 40B;;1007;fr;;;;;;;;;;;;T;;T;
639675;VIDY_ALG;FISA - FÉDÉRATION INTERNATIONALE DES SOCIETES D'AVIRON;FISA - FÉD. INT. DES SOCIETES D'AVIRON;;;;info@worldrowing.com;;;;;;Lausanne;;Suisse;Av. de Rhodanie 54;Maison du Sport International;;1007;fr;;;;;;;;;;;;T;;T;
639677;VIDY_ALG;FIVECO;FIVECO;;;;info@fiveco.ch;;;;;;Mont-Sur-Lausanne;;Suisse;En Budron H11;;;1052;fr;;;;ProsClub;;;;artsvisuels;;;;T;;T;
639683;VIDY_ALG;FOROM;FOROM;;;;info@forom.ch;;;;;;Collombey;;Suisse;Case postale 62;En Propèse 7;;1868;fr;;;;;;;;;;;;F;;T;
639687;VIDY_ALG;FUND STORY;FUND STORY;;;;;;;;;;Genève;;Suisse;Rue des Pâquis 11;;;1201;fr;;;;;;;;;;;;T;;T;
639691;VIDY_ALG;GAZ NATUREL;GAZ NATUREL;;;;info@gaznat.ch;;;;;;Vevey;;Suisse;Av. Général-Guisan 28;;;1800;fr;;;;;;;;;;;;F;;T;
639709;VIDY_MAO;CORPO A TERRA;CORPO A TERRA;;;;info@festivalfinder.eu;;;;;;SANTIAGO DE COMPOSTELA;;Espagne;rua betanzos 19 3b;;;15703;fr;danse,theatre;;Art,progr;;;;;;;;;T;;T;
639793;VIDY_LNE;DONAUFESTIVAL;DONAUFESTIVAL;;;;tickets@donaufestival.at;;;4,37E+12;;;KREMS;;Autriche;Minoritenplatz4;;;A-3500;fr;;;;;;;;;;;;T;;T;
639833;VIDY_CAM;THÉÂTRE DU CHÂTEAU - Avenches;THÉÂTRE DU CHÂTEAU - Avenches;;;;info@avenches.ch;;;;;;Avenches;;Suisse;Place de l'Eglise 3;;;1580;fr;;;;;;;;;;;;T;;T;
639904;VIDY_CJO;ETAT DE VAUD - OAE - Office des affaires extérieures;ETAT DE VAUD - OAE;;;;info.oae@vd.ch;;;;;;Lausanne Adm Cant;;Suisse;Rue de la Paix 6;;;1014;fr;;;;;;;;;;;;T;;T;
639927;VIDY_MAM;CENTRE CHORÉGRAPHIQUE NATIONAL DE NANTES;CENTRE CHORÉGRAPHIQU;NATIONAL DE NANTES;;;contact@ccnn.fr;;;;;;NANTES;;France;23 Rue Noire;;;44000;fr;;;;;;;;;;;;T;;T;
639953;VIDY_EPO;CENTRE VAUDOIS D'AIDE À LA JEUNESSE;CENTRE VAUDOIS D'AIDE À LA JEUNESSE;;;;webmaster@cvaj.ch;;;41213156894;;;Lausanne;;Suisse;Ch. de Pré-Fleuri 6;;;1006;fr;;;;;;;;envoiKIDS;;;;T;;T;
639971;VIDY_TICKSHOP;LA TÉLÉ VAUD FRIBOURG;LA TÉLÉ VAUD FRIBOURG;;;;info-vd@latele.ch;contact@latele.ch;;41583100505;;;Lausanne Vaud;;Suisse;AV. DES BERGIERES 10;;;1004;fr;danse,debats,musart,music,theatre;;;;;;;régulier;;;;T;T;T;
639993;VIDY_CAM;SOCIÉTÉ SUISSE DES INGÉNIEURS ET DES ARCHITECTES SECTION VAUD;SIA;;;;;;;41216463421;;;Lausanne;;Suisse;Av. de Rumine 6;;;1005;fr;;;;;;;;;;;;T;;T;
639994;VIDY_EPO;ASSOCIATION VAUDOISE DES PSYCHOLOGUES;ASSOCIATION VAUDOISE DES PSYCHOLOGUES;;;;;;;;;;Lausanne;;Suisse;Chemin de Mornex 3;;;1003;fr;;;;;;;;envoinb10;;;;T;;T;
639995;VIDY_EPO;BUREAU CULTUREL - Lausanne;BUREAU CULTUREL - Lausanne;;;;info@lebureauculturel.ch;;;;;;Lausanne;;Suisse;Place de la Riponne 10;;;1005;fr;;;;;;;;envoinb20 envoiENG20;;;;T;;T;
639997;VIDY_EPO;LA MOBILIÈRE - CRISSIER;LA MOBILIÈRE - CRISSIER;;;;;;;;;;Crissier;;Suisse;Chemin de Mongevon 2;;;1023;fr;;;;;;;;envoinb10;;;;T;;T;
640019;VIDY_LNE;Les Supervistas - Genève;Les Supervistas - Genève;;;;geneve@supervistas.ch;;33633983757;;;;Genève;;Suisse;Rue des Maraichers 40;Chez Ana Ribeiro;;1205;fr;;;;;;;;;;;;T;;T;
640035;VIDY_EPO;LA MOVIDA;LA MOVIDA;;;;info@pocoloco-movida.ch;;;;;;Lausanne;;Suisse;Place Chauderon 5;;;1003;fr;;;;;;;;envoinb10;;;;T;;T;dep 4, mag 4
640036;VIDY_EPO;LE BAR TABAC;LE BAR TABAC;;;;;;;;;;Lausanne;;Suisse;Rue Beau-Séjour 7;;;1003;fr;;;;;;;;envoinb10 envoiENG10;;;;T;;T;
640037;VIDY_EPO;LE MI BAR;LE MI BAR;;;;;;;;;;Lausanne;;Suisse;Place Pépinet 2;;;1003;fr;;;;;;;;envoinb20;;;;T;;T;
640038;VIDY_EPO;LE POINTU;LE POINTU;;;;hello@le-pointu.ch;;;;;;Lausanne;;Suisse;Rue Neuve 2;;;1002;fr;;;;;;;;envoinb20 envoiENG20;;;;F;;T;
640039;VIDY_EPO;N2O;N2O;;;;info@n2o-bar.ch;;;;;;Lausanne;;Suisse;Place de l'Europe 7;;;1003;fr;;;;;;;;envoinb50;;;;T;;T;
640040;VIDY_EPO;P'TIT BAR;P'TIT BAR;;;;;;;;;;;;Suisse;;;;;fr;;;;;;;;;;;;T;;T;
641444;VIDY_EPO;ENVERTETCONTRETOUT;ENVERTETCONTRETOUT;;;;coucou@envertetcontretout.ch;;;;;;Neuchâtel;;Suisse;;;;2000;fr;;;;;;;;RelaisDirPublics;;;;F;;T;
641447;VIDY_EPO;COPYTREND SA LAUSANNE;COPYTREND SA LAUSANNE;;;;y.gay@copytrend.ch;;;;;;Lausanne;;Suisse;Rue Saint-Martin 22;;;1003;fr;;;;;;;;RelaisDirCom;;;;F;;F;
641449;VIDY_EPO;CPHV - Centre pédagogique pour élèves handicapés de la vue;CPHV;;;;cphv@fa2.ch;;;41216268750;;;Lausanne;;Suisse;Avenue de France 30;;;1004;fr;;;;;;;;handicap, handicapvisuel;AudioD;;;T;;T;
641532;VIDY_CAM;LE STUDIO FILM UND BÜHNE;LE STUDIO FILM UND BÜHNE;;;;kontakt@lestudio.at;;4,37E+12;;;;WIEN;;Autriche;Liechtensteinstr. 37;c/o Studio Molière;;1090;fr;;;;;;;;;;;;F;;T;
641535;VIDY_TICKSHOP;LES CRÉATIVES;LES CRÉATIVES;;;;festival@lescreatives.ch;comitelescreatives@gmail.com;;41225561971;;;Genève;;Suisse;Rue des Savoises 15;;;1205;fr;;;;;;DirI,DirII,VIP;;envoiNB20 envoiNAVGE20;;;;T;;T;
641615;VIDY_MAO;EPIC MAGAZINE;EPIC MAGAZINE;;;;contact@epic-magazine.ch;;;;;;Genève;;Suisse;Rue des Amis 9;;;1201;fr;;;;;;;;;;;;F;;T;
641620;VIDY_CAM;ASSOCIATION GALTA;ASSOCIATION GALTA;;;;info@collectifgalta.ch;;;;;;Petit-Lancy;;Suisse;;;;1213;fr;;;;;;;;;;;;F;;T;
641641;VIDY_TICKSHOP;ASS. FÊTE DU THÉÂTRE;ASS. FÊTE DU THÉÂTRE;;;;reservations@fetedutheatre.ch;;;;;;Genève;;Suisse;Rue du Temple 5;;;1201;fr;;;;;;;;;;;;T;;T;
641660;VIDY_LNE;OSEO VAUD;OSEO VAUD;;;;info@oseo-vd.ch;;;;;;Lausanne;;Suisse;Place de la Gare 12;;;1003;fr;;;;;;;;;;;;T;;T;
645598;VIDY_EPO;TAO LOUNGE-BAR;TAO LOUNGE-BAR;;;;contact@taoloungebar.ch;;;;;;Lausanne;;Suisse;Rue des Côtes-de-Montbenon 20;;;1003;fr;;;;;;;;envoinb10 envoiENG10;;;;T;;T;
645599;VIDY_EPO;NEWS BAR 06;NEWS BAR 06;;;;melanie.omlin@barnews.ch;;;;;;Lausanne;;Suisse;Rue du Maupas 16;;;1004;fr;;;;;;;;envoinb10;;;;F;;T;
645600;VIDY_EPO;BRASSERIE DU CHÂTEAU;BRASSERIE DU CHÂTEAU;;;;hello@brasserieduchateau.ch;;;;;;Lausanne;;Suisse;Place du Tunnel 1;;;1005;fr;;;;;;;;envoinb20 envoiENG20;;;;T;;T;
645601;VIDY_EPO;LES BRASSEURS;LES BRASSEURS;;;;direction.ls@les-brasseurs.ch;;;;;;Lausanne;;Suisse;Rue Centrale 4;;;1003;fr;;;;;;;;envoinb20 envoiENG20;;;;T;;T;
645602;VIDY_EPO;LE SAXO;LE SAXO;;;;infos@lesaxo.com;;;;;;Lausanne;;Suisse;Rue de la Grotte 3;;;1003;fr;;;;;;;;envoinb10;;;;T;;T;
645604;VIDY_EPO;RESTAURANT GEOPOLIS;RESTAURANT GEOPOLIS;;;;geopolis@sv-group.ch;;;41216924660;;;Lausanne;;Suisse;Quartier UNIL Mouline;Bâtiment Geopolis;;1015;fr;;;;;;;;envoinb10;;;;T;;T;
645607;VIDY_EPO;BCU LAUSANNE - Site Internef;BCU LAUSANNE - Site Internef;;;;bcul.internef@bcu.unil.ch;;;;;;Lausanne;;Suisse;Quartier UNIL-Dorigny;Site Internef;;1015;fr;;;;;;;;envoinb20;;;;T;;T;
645609;VIDY_EPO;BIBLIOTHÈQUE DE PULLY;BIBLIOTHÈQUE DE PULLY;;;;bibliotheque@pully.ch;;;;;;Pully;;Suisse;Chemin du Fau-Blanc 15;;;1009;fr;;;;;;;;envoinb20;;;;T;;T;
645610;VIDY_EPO;BCU LAUSANNE - Site Unithèque;BCU LAUSANNE - Site Unithèque;;;;question@bcu-lausanne.ch;;;;;;Lausanne;;Suisse;UNIL;Quartier Centre;;1015;fr;;;;;;;;envoinb20;;;;F;;T;
645611;VIDY_EPO;ROLEX LEARNING CENTER - Guichet étudiants;ROLEX LEARNING CENTER;;;;services.etudiants@epfl.ch;;;;;;Lausanne;;Suisse;EPFL AVP SAO SAE;BP 1229 (bâtiment BP);Station 16;1015;fr;;educ;;;;;;envoinb50 tech;;;;F;;T;
645613;VIDY_EPO;LE MONTRIOND;LE MONTRIOND;;;;info@lemontriond.ch;;;;;;Lausanne;;Suisse;Avenue Edouard Dapples 25;;;1006;fr;;;;;;;;envoinb10 envoikids10 envoieng10;;;;F;;T;
645621;VIDY_EPO;VIVA FRIDA;VIVA FRIDA;;;;;;;;;;Lausanne;;Suisse;Rue Sainte-Beuve 1;;;1005;fr;;;;;;;;envoinb10 envoiENG10;;;;T;;T;
645622;VIDY_EPO;L'ETOILE BLANCHE;L'ETOILE BLANCHE;;;;contact@etoileblanche.ch;;;;;;Lausanne;;Suisse;Av. du Tribunal-Fédéral 1;;;1003;fr;;;;;;;;envoinb20 envoiENG20;;;;T;;T;
645623;VIDY_EPO;LE CAFÉ ROMAND;LE CAFÉ ROMAND;;;;contact@cafe-romand.ch;;;;;;Lausanne;;Suisse;Pl. Saint-François 2;;;1003;fr;;;;;;;;envoinb10 envoiaff;;;;F;;T;dep 10, mag 4
645624;VIDY_EPO;LE CYGNE;LE CYGNE;;;;info@lecygnebrasserie.ch;;;;;;Lausanne;;Suisse;Rue du Maupas 2;;;1004;fr;;;;;;;;envoinb10 envoiENG10;;;;T;;T;dep 10, mag 4
645625;VIDY_EPO;Café de l'Europe;Café de l'Europe;;;;laurent.degardin@bluewin.ch;;;;;;Lausanne;;Suisse;Rue du Simplon 33;;;1006;fr;;;;;;;;envoinb10;;;;T;;T;dep 10, mag 4
645626;VIDY_EPO;CAFÉ DU SIMPLON;CAFÉ DU SIMPLON;;;;;;;;;;Lausanne;;Suisse;Rue du Simplon 17;;;1006;fr;;;;;;;;envoinb10 envoiENG10;;;;T;;T;dep 10, mag 4
645627;VIDY_EPO;L'ATELIER;L'ATELIER;;;;info@l-a-t-e-l-i-e-r.ch;;;;;;Lausanne;;Suisse;Avenue de France 39;;;1004;fr;;;;;;;;envoinb10 envoiENG10;;;;T;;T;dep 4, mag 4
645628;VIDY_EPO;LA COCCINELLE;LA COCCINELLE;;;;info@coccinelle-cafe.ch;;;;;;Lausanne;;Suisse;Rue Pichard 18;;;1003;fr;;;;;;;;envoinb20 envoiENG20;;;;T;;T;dep 20, mag 9
645629;VIDY_EPO;LA SIESTA;LA SIESTA;;;;;;;;;;Lausanne;;Suisse;Place Grand-Saint-Jean 2;;;1003;fr;;;;;;;;envoinb10;;;;T;;T;dep 10, mag 4
645631;VIDY_EPO;ESPACE CULTUREL DES TERREAUX;ESPACE CULTUREL DES TERREAUX;;;;billetterie@terreaux.org;;;;;;Lausanne;;Suisse;Rue des Terreaux 14;;;1003;fr;;;;;;;;envoinb20;;;;T;;T;dep 20, mag 9
645634;VIDY_EPO;CHECKPOINT - VAUD;CHECKPOINT - VAUD;;;;checkpoint@profa.ch;;;;;;Lausanne;;Suisse;Rue Saint-Pierre 2;;;1003;fr;;;;;;;;envoinb10 genre;;;;T;;T;dep 4, mag 4
645648;VIDY_LNE;PREMIO;PREMIO;;;;info@premioschweiz.ch;;41775004898;;;;Zürich;;Suisse;;;;8000;fr;danse,theatre;;;;;;;;;;;T;;T;
645673;VIDY_TICKSHOP;LES URBAINES;LES URBAINES;;;;info@urbaines.ch;;;;;;Lausanne;;Suisse;Rue de Genève 57;;;1004;fr;;;;;;;;RelaisDirPublics MusiqueActuelle Genre envoinb10;;;;T;;T;
645697;VIDY_TICKSHOP;LÉONORE GUY;LÉONORE GUY;;;;compagnieleg.leonoreguy@gmail.com;;;;;;Neuchâtel;;Suisse;rue de Beauregard 9;;;2000;fr;;;;;;;;;;;;T;;T;
645711;VIDY_LNE;WEINMANN ENERGIES;WEINMANN ENERGIES;;;;info@weinmann-energies.ch;;;;;;Echallens;;Suisse;Chem. du Grésaley 4;;;1040;fr;;;;;;;;;;;;F;;T;
645715;VIDY_MAO;LA MAISON DES ARTS DU LÉMAN;LA MAISON DES ARTS DU LÉMAN;;;;maison-des-arts@mal-thonon.org;;;33450716692;;;THONON LES BAINS;;France;4 bis, avenue d'Evian;;;74200;fr;;;;;;;;;;;;T;;T;
645814;VIDY_TICKSHOP;PHYSIOTHERAPIE DU CRET;PHYSIOTHERAPIE DU CRET;;;;physiotherapieducret@gmail.com;;;;;;Lausanne;;Suisse;Rue du Cret 2;;;1006;fr;;;;;;;;;;;;T;T;T;
645848;VIDY_LNE;UNIA;UNIA;;;;lausanne@unia.ch;;;;;;Lausanne;;Suisse;Région Vaud;Place de la Riponne 4;CP 7667;1002;fr;;;;;;;;;;;;T;;T;
645904;VIDY_TICKSHOP;CLARITY SNC;CLARITY SNC;;;;;;;;;;Geneva;;Suisse;;;;1203;fr;music,theatre;;;;;;;;;;;T;T;T;
645911;VIDY_TICKSHOP;CLOSE UP FILMS;CLOSE UP FILMS;;;;info@closeupfilms.ch;;;;;;Geneva;;Suisse;4, rue des Marbriers;;;1204;fr;;;;;;;;Cinéma;;;;F;;T;
645963;VIDY_MAO;BSR - BIBLIOTHÈQUE SONORE ROMANDE;BSR - BIBLIOTHÈQUE SONORE ROMANDE;;;;info@bibliothequesonore.ch;;;41213211010;;;Lausanne;;Suisse;Rue de Genève 17;;;1003;fr;;;;;;;;handicap, handicapvisuel;AudioD;;;T;T;T;
646031;VIDY_TICKSHOP;MONSIEUR JADIS - MAISON DE PRODUCTION;MONSIEUR JADIS - MAISON DE PRODUCTION;;;;contact@mrjadis.com;;;;;;PARIS;;France;60 rue Ramey;;;75018;fr;theatre;;;;;;;;;;;T;T;T;
646035;VIDY_LNE;MUSIS EN STADSTHEATER ARNHEM;MUSIS EN STADSTHEATER ARNHEM;;;;marketing@musis.nl;;;31264437343;;;ARNHEM;;Pays-Bas;Velperbinnensingel 10;;;6811 BP;fr;;;;;;;;;;;;T;;T;
646038;VIDY_LNE;LYCÉE PARC CHABRIÈRES;LYCÉE PARC CHABRIÈRES;;;;ce.0690074f@ac-lyon.fr;;;;;;OULLINS;;France;9, Chemin des Chassagnes;;;69600;fr;;;;;;;;;;;;T;;T;
646061;VIDY_TICKSHOP;LES EAUX COURANTES;LES EAUX COURANTES;;;;info@les-eaux-courantes.ch;;;;;;Vevey;;Suisse;Avenue Nestlé 25;;;1800;fr;danse,debats,musart,music,theatre;;;;;;;;;;;T;T;T;
650332;VIDY_MAO;PALABRES;PALABRES;;;;info@palabres.ch;;;;;;Lausanne;;Suisse;Rue de la Borde 49bis;;;1018;fr;;;;;;;;social;;;;T;;T;
650333;VIDY_EPO;LA VÉRANDA;LA VÉRANDA;;;;fondation@lasource.ch;;;;;;Lausanne;;Suisse;Avenue Alexandre-Vinet 30;;;1004;fr;;;;;;;;envoinb10;;;;F;;T;dep 10, mag 4
650334;VIDY_EPO;YOOKOSO, AMIRI & CHASSOT;YOOKOSO, AMIRI & CHASSOT;;;;yookoso@bluewin.ch;;;;;;Lausanne;;Suisse;Rue Marterey 74;;;1005;fr;;;;;;;;envoinb10;;;;T;;T;
650335;VIDY_EPO;CHANDELEUR CRÊPERIE;CHANDELEUR CRÊPERIE;;;;chandeleur@icloud.com;;;;;;Lausanne;;Suisse;Rue Mercerie 9;;;1003;fr;;;;;;;;envoinb10 envoiENG10;;;;F;;T;dep 4, mag 4
650337;VIDY_EPO;HETSL - HAUTE ÉCOLE DE TRAVAIL SOCIAL ET DE LA SANTÉ LAUSANNE;HETSL;;;;reception@hetsl.ch;reception@eesp.ch;;41216516200;41216516250;;Lausanne;;Suisse;CH. DES ABEILLES 14;;;1010;fr;;educ;;PartCult;;;;envoinb10;;;;T;T;T;dep 10, mag 4
650339;VIDY_EPO;PROCOM;PROCOM;;;;mysawi@sawi.com;;;;;;Lausanne;;Suisse;Rue Caroline 7bis;;;1006;fr;;;;;;;;envoinb10;;;;F;;T;
650340;VIDY_EPO;LES ATELIERS DE LA MADELEINE;LES ATELIERS DE LA MADELEINE;;;;info@ateliersmadeleine.ch;;;;;;Lausanne;;Suisse;Rue du Valentin 32;;;1004;fr;;;;;;;;envoinb10;;;;F;;T;
650343;VIDY_EPO;YOUTHHOSTEL;YOUTHHOSTEL;;;;lausanne@youthhostel.ch;;;41216260222;;;Lausanne;;Suisse;Chemin du Bois-de-Vaux 36 ;;;1007;fr;;;;;;;;envoinb20 EnvoiENG20;;;;T;;T;
650344;VIDY_EPO;HÔTEL ALAGARE;HÔTEL ALAGARE;;;;booking@hotelalagare.ch;;;41216120909;;;Lausanne;;Suisse;Rue du Simplon 14;;;1006;fr;;;;;;;;envoiNB20 envoiENG20 envoiKIDS20;;;;T;F;T;dep 4, mag 4
650346;VIDY_EPO;HÔTEL CONTINENTAL;HÔTEL CONTINENTAL;;;;reservation@hotelcontinental.ch;;;41213218800;;;Lausanne;;Suisse;Place de la Gare 2;;;1001;fr;;;;;;;;envoiNB20 envoiENG20 envoiKIDS20;;;;T;;T;dep 4, mag 4
